sportsplayed, facilitycondition, postcode, objectid, suburbtown, facilityage
"Cricket","4. Good",3039,6295,"MOONEE PONDS","26 - 50 Years"
"Cricket","4. Good",3039,6296,"MOONEE PONDS","26 - 50 Years"
"Cricket","3. Average",3033,6297,"KEILOR EAST","26 - 50 Years"
"Cricket","3. Average",3033,6298,"KEILOR EAST","26 - 50 Years"
"Cricket","1. Very Poor",3041,6299,"STRATHMORE HEIGHTS",null
"Cricket","4. Good",3032,6300,"ASCOT VALE",null
"Croquet",null,3040,6301,"ESSENDON",null
"Fitness / Gymnasium Workouts",null,3039,6302,"MOONEE PONDS",null
"Gymnastics",null,3340,6409,"BACCHUS MARSH",null
"Fitness / Gymnasium Workouts","4. Good",3032,6303,"ASCOT VALE","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3033,6304,"KEILOR EAST",null
"Fitness / Gymnasium Workouts",null,3042,6305,"NIDDRIE",null
"Fitness / Gymnasium Workouts",null,3033,6306,"KEILOR EAST",null
"Fitness / Gymnasium Workouts",null,3039,6307,"MOONEE PONDS",null
"Fitness / Gymnasium Workouts",null,3033,6308,"KEILOR EAST",null
"Fitness / Gymnasium Workouts",null,3032,6309,"ASCOT VALE",null
"Fitness / Gymnasium Workouts","2. Poor",3033,6310,"EAST KEILOR","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3032,6311,"ASCOT VALE",null
"Fitness / Gymnasium Workouts",null,3041,6312,"NORTH ESSENDON",null
"Fitness / Gymnasium Workouts",null,3040,6313,"ESSENDON",null
"Fitness / Gymnasium Workouts",null,3039,6314,"MOONEE PONDS",null
"Fitness / Gymnasium Workouts",null,3039,6315,"MOONEE PONDS",null
"Fitness / Gymnasium Workouts",null,3032,6316,"ASCOT VALE",null
"Fitness / Gymnasium Workouts",null,3032,6317,"ASCOT VALE",null
"Fitness / Gymnasium Workouts",null,3040,6318,"ESSENDON",null
"Fitness / Gymnasium Workouts",null,3039,6319,"MOONEE PONDS",null
"Fitness / Gymnasium Workouts",null,3040,6320,"ESSENDON",null
"Golf","4. Good",3032,6321,"ASCOT VALE","26 - 50 Years"
"Gymnastics",null,3042,6322,"AIRPORT WEST",null
"Gymnastics",null,3041,6323,"NORTH ESSENDON",null
"Gymnastics",null,3041,6324,"ESSENDON",null
"Gymnastics",null,3040,6325,"ESSENDON",null
"Hockey",null,3032,6326,"ASCOT VALE",null
"Hockey",null,3033,6327,"KEILOR EAST",null
"Lawn Bowls","4. Good",3040,6328,"ESSENDON","51 Years +"
"Lawn Bowls","5. Very Good",3040,6329,"ESSENDON","51 Years +"
"Lawn Bowls","3. Average",3040,6330,"ABERFELDIE","51 Years +"
"Lawn Bowls","2. Poor",3041,6331,"NORTH ESSENDON","51 Years +"
"Lawn Bowls","4. Good",3040,6332,"ESSENDON","51 Years +"
"Lawn Bowls","4. Good",3039,6333,"MOONEE PONDS","26 - 50 Years"
"Lawn Bowls",null,3039,6334,"MOONEE PONDS",null
"Lawn Bowls",null,3039,6335,"MOONEE PONDS",null
"Lawn Bowls",null,3041,6336,"STRATHMORE",null
"Martial Arts",null,3033,6337,"KEILOR EAST",null
"Netball",null,3040,6338,"ABERFELDIE",null
"Netball",null,3042,6339,"AIRPORT WEST",null
"Netball","4. Good",3032,6340,"ASCOT VALE","26 - 50 Years"
"Rugby League","3. Average",3042,6341,"NIDDRIE","26 - 50 Years"
"Soccer","2. Poor",3039,6342,"MOONEE PONDS","26 - 50 Years"
"Soccer","4. Good",3031,6343,"FLEMINGTON","6 - 10 Years"
"Soccer","4. Good",3034,6344,"AVONDALE HEIGHTS","6 - 10 Years"
"Soccer","4. Good",3034,6345,"AVONDALE HEIGHTS","6 - 10 Years"
"Soccer","2. Poor",3032,6346,"ASCOT VALE","51 Years +"
"Soccer","4. Good",3033,6347,"KEILOR EAST","26 - 50 Years"
"Soccer","3. Average",3039,6348,"MOONEE PONDS","11 - 25 Years"
"Soccer","5. Very Good",3033,6349,"EAST KEILOR","0 - 5 Years"
"Soccer","1. Very Poor",3041,6350,"STRATHMORE HEIGHTS",null
"Soccer (Indoor Soccer / Futsal)",null,3042,6351,"AIRPORT WEST",null
"Squash / Racquetball",null,3039,6352,"MOONEE PONDS",null
"Swimming","4. Good",3032,6353,"ASCOT VALE","26 - 50 Years"
"Swimming","2. Poor",3033,6354,"EAST KEILOR","26 - 50 Years"
"Swimming",null,3040,6355,"ESSENDON",null
"Swimming","2. Poor",3039,6356,"MOONEE PONDS","51 Years +"
"Swimming",null,3040,6357,"ESSENDON",null
"Swimming",null,3040,6358,"ESSENDON",null
"Tae Kwon Do",null,3041,6359,"NORTH ESSENDON",null
"Tennis (Outdoor)","3. Average",3041,6360,"STRATHMORE HEIGHTS","11 - 25 Years"
"Tennis (Outdoor)",null,3040,6361,"ESSENDON",null
"Tennis (Outdoor)",null,3040,6362,"ABERFELDIE",null
"Tennis (Outdoor)",null,3031,6363,"FLEMINGTON",null
"Tennis (Outdoor)",null,3034,6364,"AVONDALE HEIGHTS",null
"Tennis (Outdoor)",null,3042,6365,"AIRPORT WEST",null
"Tennis (Outdoor)",null,3042,6366,"AIRPORT WEST",null
"Tennis (Outdoor)","4. Good",3039,6367,"MOONEE PONDS",null
"Tennis (Outdoor)","2. Poor",3041,6368,"STRATHMORE",null
"Tennis (Outdoor)","5. Very Good",3033,6369,"EAST KEILOR","0 - 5 Years"
"Tennis (Outdoor)","4. Good",3032,6370,"ASCOT VALE","26 - 50 Years"
"Athletics","4. Good",3340,6371,"BACCHUS MARSH","11 - 25 Years"
"Australian Rules Football","Same as above",3340,6372,"BACCHUS MARSH","Same as above"
"Aerobics",null,3058,6440,"COBURG",null
"Australian Rules Football","5. Very Good",3342,6373,"BALLAN","11 - 25 Years"
"Australian Rules Football","1. Very Poor",3352,6374,"BUNGAREE","26 - 50 Years"
"Australian Rules Football","5. Very Good",3340,6375,"DARLEY","11 - 25 Years"
"Australian Rules Football","5. Very Good",3352,6376,"DUNNSTOWN","11 - 25 Years"
"Australian Rules Football","3. Average",3334,6377,"ELAINE","11 - 25 Years"
"Australian Rules Football","4. Good",3345,6378,"GORDON","11 - 25 Years"
"Australian Rules Football","4. Good",3461,6379,"KORWEINGUBOORA","26 - 50 Years"
"Australian Rules Football","5. Very Good",3340,6380,"BACCHUS MARSH","11 - 25 Years"
"Australian Rules Football","3. Average",3352,6381,"MOUNT EGERTON","11 - 25 Years"
"Australian Rules Football","5. Very Good",3352,6382,"WALLACE","11 - 25 Years"
"Badminton","4. Good",3340,6383,"BACCHUS MARSH","26 - 50 Years"
"Baseball","2. Poor",3340,6384,"BACCHUS MARSH","11 - 25 Years"
"Basketball","4. Good",3340,6385,"BACCHUS MARSH","26 - 50 Years"
"Cricket","5. Very Good",3340,6386,"BACCHUS MARSH","0 - 5 Years"
"Cricket","5. Very Good",3342,6387,"BALLAN","11 - 25 Years"
"Cricket","5. Very Good",null,6388,"BLACKWOOD","0 - 5 Years"
"Cricket","5. Very Good",3340,6389,"DARLEY","11 - 25 Years"
"Cricket","5. Very Good",3352,6390,"DUNNSTOWN","11 - 25 Years"
"Cricket","2. Poor",3334,6391,"ELAINE","0 - 5 Years"
"Cricket","5. Very Good",3342,6392,"GREENDALE","6 - 10 Years"
"Cricket","5. Very Good",3340,6393,"BACCHUS MARSH","11 - 25 Years"
"Cricket","3. Average",3340,6394,"BACCHUS MARSH","11 - 25 Years"
"Cricket","3. Average",3352,6395,"MOUNT EGERTON","11 - 25 Years"
"Cricket","4. Good",3341,6396,"MYRNIONG",null
"Cricket","5. Very Good",3352,6397,"WALLACE","11 - 25 Years"
"Cycling",null,null,6398,"BALLIANG",null
"Cycling",null,null,6399,"BALLIANG",null
"Cycling",null,null,6400,"DUNSTOWN",null
"Cycling",null,null,6401,"BALLIANG",null
"Cycling",null,null,6402,"WALLACE",null
"Equestrian",null,3340,6403,"BACCHUS MARSH",null
"Equestrian",null,3342,6404,"BALLAN",null
"Fitness / Gymnasium Workouts","4. Good",3340,6405,"BACCHUS MARSH","26 - 50 Years"
"Golf",null,3340,6406,"DARLEY",null
"Golf","3. Average",3340,6407,"BACCHUS MARSH","26 - 50 Years"
"Golf","4. Good",3342,6408,"BALLAN",null
"Lawn Bowls",null,3340,6410,"BACCHUS MARSH",null
"Lawn Bowls",null,3340,6411,"BACCHUS MARSH",null
"Lawn Bowls","3. Average",3342,6412,"BALLAN","11 - 25 Years"
"Netball","5. Very Good",3342,6413,"BALLAN","11 - 25 Years"
"Netball","1. Very Poor",3352,6414,"BUNGAREE","26 - 50 Years"
"Netball","5. Very Good",3340,6415,"DARLEY","0 - 5 Years"
"Netball","5. Very Good",3352,6416,"DUNNSTOWN","0 - 5 Years"
"Netball","4. Good",3345,6417,"GORDON","11 - 25 Years"
"Netball","5. Very Good",3340,6418,"BACCHUS MARSH","11 - 25 Years"
"Netball","5. Very Good",3352,6419,"WALLACE","11 - 25 Years"
"Netball (Indoor)","4. Good",3340,6420,"BACCHUS MARSH","26 - 50 Years"
"Skating",null,3342,6421,"BALLAN",null
"Soccer","2. Poor",3340,6422,"BACCHUS MARSH","11 - 25 Years"
"Soccer (Indoor Soccer / Futsal)","4. Good",3340,6423,"BACCHUS MARSH","26 - 50 Years"
"Swimming","5. Very Good",3340,6424,"BACCHUS MARSH","6 - 10 Years"
"Swimming","5. Very Good",3342,6425,"BALLAN","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3342,6426,"BALLAN","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3352,6427,"BULLAROOK","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3352,6428,"CLARENDON","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3352,6429,"DUNNSTOWN","0 - 5 Years"
"Tennis (Outdoor)","1. Very Poor",3334,6430,"ELAINE","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3345,6431,"GORDON","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3342,6432,"GREENDALE","6 - 10 Years"
"Tennis (Outdoor)","3. Average",3340,6433,"BACCHUS MARSH","51 Years +"
"Tennis (Outdoor)",null,3352,6434,"MOUNT EGERTON",null
"Tennis (Outdoor)","3. Average",3341,6435,"MYRNIONG",null
"Tennis (Outdoor)","3. Average",3352,6436,"NAVIGATORS","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3352,6437,"WALLACE","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3352,6438,"YENDON","26 - 50 Years"
null,null,3056,6439,"BRUNSWICK",null
"Aerobics","3. Average",3056,6441,"BRUNSWICK","51 Years +"
"Aerobics","5. Very Good",3058,6442,"COBURG","11 - 25 Years"
"Aerobics",null,3056,6443,"BRUNSWICK",null
"Equestrian",null,3939,6650,"BONEO",null
"Aerobics","4. Good",3060,6444,"FAWKNER","51 Years +"
"Aerobics",null,3058,6445,"COBURG",null
"Aerobics",null,3055,6446,"BRUNSWICK WEST",null
"Athletics",null,3060,6447,"FAWKNER",null
"Athletics","2. Poor",3058,6448,"COBURG NORTH","26 - 50 Years"
"Australian Rules Football","5. Very Good",3057,6449,"BRUNSWICK EAST","0 - 5 Years"
"Australian Rules Football","4. Good",3044,6450,"PASCOE VALE SOUTH","11 - 25 Years"
"Australian Rules Football","5. Very Good",3060,6451,"FAWKNER","26 - 50 Years"
"Australian Rules Football","4. Good",3058,6452,"COBURG","51 Years +"
"Australian Rules Football","4. Good",3044,6453,"PASCOE VALE","26 - 50 Years"
"Australian Rules Football","2. Poor",3046,6454,"GLENROY","26 - 50 Years"
"Australian Rules Football","2. Poor",3058,6455,"COBURG","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3057,6456,"BRUNSWICK EAST","26 - 50 Years"
"Australian Rules Football","4. Good",3056,6457,"BRUNSWICK","51 Years +"
"Australian Rules Football","4. Good",3046,6458,"OAK PARK","26 - 50 Years"
"Australian Rules Football","5. Very Good",3046,6459,"HADFIELD","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3044,6460,"PASCOE VALE SOUTH","26 - 50 Years"
"Australian Rules Football","3. Average",3046,6461,"OAK PARK","26 - 50 Years"
"Australian Rules Football","4. Good",3044,6462,"PASCOE VALE","51 Years +"
"Australian Rules Football","5. Very Good",3046,6463,"GLENROY","0 - 5 Years"
"Australian Rules Football","4. Good",3044,6464,"PASCOE VALE SOUTH","11 - 25 Years"
"Baseball","4. Good",3058,6465,"COBURG NORTH","26 - 50 Years"
"Basketball","3. Average",3056,6466,"BRUNSWICK",null
"Basketball","4. Good",3046,6467,"OAK PARK","26 - 50 Years"
"BMX","5. Very Good",3058,6468,"COBURG","6 - 10 Years"
"Boxing",null,3056,6469,"BRUNSWICK",null
"Boxing",null,3056,6470,"BRUNSWICK",null
"Cricket","5. Very Good",3057,6471,"BRUNSWICK EAST","0 - 5 Years"
"Cricket","4. Good",3044,6472,"PASCOE VALE SOUTH","11 - 25 Years"
"Cricket","3. Average",3058,6473,"COBURG","26 - 50 Years"
"Cricket","5. Very Good",3060,6474,"FAWKNER","26 - 50 Years"
"Cricket","4. Good",3058,6475,"COBURG","51 Years +"
"Cricket",null,3056,6476,"BRUNSWICK",null
"Cricket","4. Good",3044,6477,"PASCOE VALE","26 - 50 Years"
"Cricket","1. Very Poor",3044,6478,"PASCOE VALE","51 Years +"
"Cricket","1. Very Poor",3044,6479,"PASCOE VALE","51 Years +"
"Cricket","2. Poor",3046,6480,"GLENROY","26 - 50 Years"
"Cricket","2. Poor",3058,6481,"COBURG","26 - 50 Years"
"Cricket","1. Very Poor",3057,6482,"BRUNSWICK EAST","26 - 50 Years"
"Cricket","4. Good",3056,6483,"BRUNSWICK","51 Years +"
"Cricket","3. Average",3044,6484,"PASCOE VALE","26 - 50 Years"
"Cricket","4. Good",3055,6485,"BRUNSWICK WEST","26 - 50 Years"
"Cricket","5. Very Good",3058,6486,"COBURG NORTH","26 - 50 Years"
"Cricket","4. Good",3058,6487,"COBURG NORTH","26 - 50 Years"
"Cricket","4. Good",3046,6488,"OAK PARK","26 - 50 Years"
"Cricket","5. Very Good",3046,6489,"HADFIELD","26 - 50 Years"
"Cricket",null,3058,6490,"COBURG",null
"Cricket","1. Very Poor",3044,6491,"PASCOE VALE SOUTH","26 - 50 Years"
"Cricket","1. Very Poor",3044,6492,"PASCOE VALE SOUTH","26 - 50 Years"
"Cricket","3. Average",3046,6493,"OAK PARK","26 - 50 Years"
"Cricket",null,3058,6494,"COBURG NORTH",null
"Cricket","4. Good",3044,6495,"PASCOE VALE","51 Years +"
"Cricket","3. Average",3046,6496,"OAK PARK","11 - 25 Years"
"Cricket","5. Very Good",3046,6497,"GLENROY","0 - 5 Years"
"Cricket","4. Good",3044,6498,"PASCOE VALE SOUTH","11 - 25 Years"
"Cricket","4. Good",3046,6499,"GLENROY","26 - 50 Years"
"Croquet","1. Very Poor",3056,6500,"BRUNSWICK","51 Years +"
"Cycling","1. Very Poor",3056,6501,"BRUNSWICK","26 - 50 Years"
"Cycling","1. Very Poor",3058,6502,"COBURG NORTH","51 Years +"
"Fitness / Gymnasium Workouts",null,3056,6503,"BRUNSWICK",null
"Fitness / Gymnasium Workouts",null,3058,6504,"COBURG",null
"Fitness / Gymnasium Workouts","3. Average",3056,6505,"BRUNSWICK","51 Years +"
"Fitness / Gymnasium Workouts","5. Very Good",3058,6506,"COBURG","11 - 25 Years"
"Fitness / Gymnasium Workouts",null,3056,6507,"BRUNSWICK",null
"Fitness / Gymnasium Workouts","4. Good",3060,6508,"FAWKNER","51 Years +"
"Fitness / Gymnasium Workouts",null,3058,6509,"COBURG",null
"Fitness / Gymnasium Workouts",null,3046,6510,"GLENROY",null
"Fitness / Gymnasium Workouts",null,3055,6511,"BRUNSWICK WEST",null
"Fitness / Gymnasium Workouts",null,3056,6512,"BRUNSWICK",null
"Golf",null,3046,6513,"GLENROY",null
"Hockey",null,null,6514,"BRUNSWICK",null
"Lacrosse",null,3057,6515,"BRUNSWICK EAST",null
"Lawn Bowls","5. Very Good",3057,6516,"BRUNSWICK EAST","51 Years +"
"Lawn Bowls","3. Average",3058,6517,"COBURG","26 - 50 Years"
"Lawn Bowls","4. Good",3060,6518,"FAWKNER",null
"Lawn Bowls","4. Good",3046,6519,"GLENROY","51 Years +"
"Lawn Bowls","4. Good",3058,6520,"COBURG WEST","26 - 50 Years"
"Martial Arts",null,3046,6521,"GLENROY",null
"Netball","4. Good",3046,6522,"GLENROY","0 - 5 Years"
"Netball","5. Very Good",3046,6523,"HADFIELD","26 - 50 Years"
"Netball",null,3056,6524,"BRUNSWICK",null
"Netball (Indoor)","3. Average",3056,6525,"BRUNSWICK",null
"Skating","5. Very Good",3058,6526,"COBURG","6 - 10 Years"
"Soccer","2. Poor",3057,6527,"BRUNSWICK EAST","11 - 25 Years"
"Soccer","3. Average",3058,6528,"COBURG","26 - 50 Years"
"Soccer","3. Average",3060,6529,"FAWKNER","26 - 50 Years"
"Soccer","3. Average",3060,6530,"FAWKNER","26 - 50 Years"
"Soccer","3. Average",3056,6531,"BRUNSWICK","11 - 25 Years"
"Soccer","4. Good",3056,6532,"BRUNSWICK","11 - 25 Years"
"Soccer",null,3044,6533,"PASCOE VALE",null
"Soccer","4. Good",3055,6534,"BRUNSWICK WEST","11 - 25 Years"
"Soccer","3. Average",3044,6535,"PASCOE VALE","26 - 50 Years"
"Soccer","4. Good",3055,6536,"BRUNSWICK WEST","26 - 50 Years"
"Soccer","5. Very Good",3058,6537,"COBURG NORTH","26 - 50 Years"
"Soccer","4. Good",3058,6538,"COBURG NORTH","26 - 50 Years"
"Soccer","4. Good",3060,6539,"FAWKNER","26 - 50 Years"
"Soccer","3. Average",3046,6540,"OAK PARK","11 - 25 Years"
"Soccer","4. Good",3046,6541,"HADFIELD","26 - 50 Years"
"Soccer",null,3058,6542,"COBURG NORTH",null
"Soccer","4. Good",3057,6543,"BRUNSWICK EAST","26 - 50 Years"
"Soccer","4. Good",3046,6544,"GLENROY","26 - 50 Years"
"Soccer","1. Very Poor",3055,6545,"BRUNSWICK WEST","51 Years +"
"Soccer (Indoor Soccer / Futsal)","3. Average",3056,6546,"BRUNSWICK",null
"Soccer (Indoor Soccer / Futsal)",null,3056,6547,"BRUNSWICK",null
"Swimming","3. Average",3056,6549,"BRUNSWICK","51 Years +"
"Australian Rules Football","3. Average",3936,6581,"DROMANA","26 - 50 Years"
"Swimming","5. Very Good",3058,6550,"COBURG","11 - 25 Years"
"Swimming","3. Average",3058,6551,"COBURG","26 - 50 Years"
"Swimming","4. Good",3060,6552,"FAWKNER","51 Years +"
"Swimming","3. Average",3046,6553,"OAK PARK","51 Years +"
"Swimming","4. Good",3044,6554,"PASCOE VALE","26 - 50 Years"
"Table Tennis","4. Good",3058,6555,"COBURG","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3060,6556,"FAWKNER","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3058,6557,"COBURG","51 Years +"
"Tennis (Outdoor)","3. Average",3058,6558,"COBURG","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3046,6559,"GLENROY","26 - 50 Years"
"Tennis (Outdoor)",null,3046,6560,"GLENROY",null
"Tennis (Outdoor)","5. Very Good",3055,6561,"BRUNSWICK WEST","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3043,6562,"GOWANBRAE","0 - 5 Years"
"Tennis (Outdoor)","4. Good",3046,6563,"HADFIELD","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3058,6564,"COBURG NORTH","26 - 50 Years"
"Tennis (Outdoor)","1. Very Poor",3058,6565,"COBURG","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3060,6566,"FAWKNER","26 - 50 Years"
"Tennis (Outdoor)",null,3056,6567,"BRUNSWICK",null
"Tennis (Outdoor)","4. Good",3056,6568,"BRUNSWICK","11 - 25 Years"
"Athletics","3. Average",3941,6569,"TOOTGAROOK","26 - 50 Years"
"Athletics","3. Average",3915,6570,"HASTINGS","26 - 50 Years"
"Australian Rules Football","3. Average",3929,6571,"FLINDERS","26 - 50 Years"
"Australian Rules Football","3. Average",3926,6572,"BALNARRING","11 - 25 Years"
"Australian Rules Football","2. Poor",3912,6573,"SOMERVILLE","26 - 50 Years"
"Australian Rules Football","3. Average",3939,6574,"BONEO","26 - 50 Years"
"Australian Rules Football","3. Average",3913,6575,"TYABB","26 - 50 Years"
"Australian Rules Football","2. Poor",3934,6576,"MOUNT MARTHA","51 Years +"
"Australian Rules Football","2. Poor",3919,6577,"CRIB POINT","26 - 50 Years"
"Australian Rules Football","3. Average",3919,6578,"CRIB POINT","6 - 10 Years"
"Australian Rules Football","3. Average",3931,6579,"MORNINGTON","11 - 25 Years"
"Australian Rules Football","3. Average",3943,6580,"SORRENTO","26 - 50 Years"
"Australian Rules Football","3. Average",3931,6582,"MORNINGTON","26 - 50 Years"
"Australian Rules Football","3. Average",3930,6583,"MOUNT ELIZA","26 - 50 Years"
"Sailing",null,3938,6724,"MCCRAE",null
"Australian Rules Football","2. Poor",3934,6584,"MOUNT MARTHA","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3912,6585,"SOMMERVILLE","26 - 50 Years"
"Australian Rules Football","3. Average",3915,6586,"HASTINGS","26 - 50 Years"
"Australian Rules Football","3. Average",3930,6587,"MOUNT ELIZA","26 - 50 Years"
"Australian Rules Football","4. Good",3933,6588,"MOOROODUC","26 - 50 Years"
"Australian Rules Football","2. Poor",3931,6589,"MORNINGTON","26 - 50 Years"
"Australian Rules Football","2. Poor",3939,6590,"ROSEBUD","26 - 50 Years"
"Australian Rules Football","5. Very Good",3937,6591,"RED HILL","0 - 5 Years"
"Australian Rules Football","3. Average",3941,6592,"RYE","26 - 50 Years"
"Australian Rules Football","3. Average",3912,6593,"SOMERVILLE","26 - 50 Years"
"Australian Rules Football","3. Average",3913,6594,"TYABB","26 - 50 Years"
"Badminton","3. Average",3931,6595,"MORNINGTON","26 - 50 Years"
"Badminton","3. Average",3912,6596,"SOMMERVILLE","26 - 50 Years"
"Baseball","3. Average",3931,6597,"MORNINGTON","11 - 25 Years"
"Baseball","3. Average",3939,6598,"ROSEBUD","11 - 25 Years"
"Basketball","4. Good",3918,6600,"BITTERN","11 - 25 Years"
"Basketball","4. Good",3918,6601,"BITTERN","11 - 25 Years"
"Basketball","3. Average",3931,6602,"MORNINGTON","26 - 50 Years"
"Basketball","5. Very Good",3915,6603,"HASTINGS","11 - 25 Years"
"Basketball","3. Average",3912,6604,"SOMMERVILLE","26 - 50 Years"
"Beach Volleyball",null,3931,6605,"MORNINGTON",null
"Bocce","3. Average",3941,6606,"TOOTGAROOK","6 - 10 Years"
"Cricket","4. Good",3928,6607,"MAIN RIDGE","26 - 50 Years"
"Cricket","3. Average",3929,6608,"FLINDERS","26 - 50 Years"
"Cricket",null,3926,6609,"BALNARRING",null
"Cricket","2. Poor",3912,6610,"SOMERVILLE","26 - 50 Years"
"Cricket","3. Average",3939,6611,"BONEO","26 - 50 Years"
"Cricket","3. Average",3913,6612,"TYABB","26 - 50 Years"
"Cricket","3. Average",3931,6613,"MORNINGTON","11 - 25 Years"
"Cricket","2. Poor",3934,6614,"MOUNT MARTHA","51 Years +"
"Cricket","2. Poor",3919,6615,"CRIB POINT","26 - 50 Years"
"Equestrian","3. Average",3919,6651,"CRIB POINT","11 - 25 Years"
"Cricket","3. Average",3919,6616,"CRIB POINT","6 - 10 Years"
"Cricket","3. Average",3931,6617,"MORNINGTON","11 - 25 Years"
"Cricket","3. Average",3943,6618,"SORRENTO","26 - 50 Years"
"Cricket","3. Average",3936,6619,"DROMANA","26 - 50 Years"
"Cricket","3. Average",3931,6620,"MORNINGTON","26 - 50 Years"
"Cricket","4. Good",3930,6621,"MOUNT ELIZA","26 - 50 Years"
"Cricket","2. Poor",3934,6622,"MOUNT MARTHA","26 - 50 Years"
"Cricket","1. Very Poor",3912,6623,"SOMMERVILLE","26 - 50 Years"
"Cricket","4. Good",3918,6624,"BITTERN","11 - 25 Years"
"Cricket","3. Average",3915,6625,"HASTINGS","26 - 50 Years"
"Cricket","3. Average",3930,6626,"MOUNT ELIZA","26 - 50 Years"
"Cricket","4. Good",3934,6627,"MOUNT MARTHA","51 Years +"
"Cricket","4. Good",3933,6628,"MOOROODUC","26 - 50 Years"
"Cricket","2. Poor",3931,6629,"MORNINGTON","26 - 50 Years"
"Cricket","2. Poor",3939,6630,"ROSEBUD","26 - 50 Years"
"Cricket","3. Average",3944,6631,"PORTSEA","26 - 50 Years"
"Cricket","5. Very Good",3937,6632,"RED HILL","0 - 5 Years"
"Cricket","3. Average",3941,6633,"RYE","26 - 50 Years"
"Cricket","2. Poor",3933,6634,"TUERONG","26 - 50 Years"
"Cricket","2. Poor",3933,6635,"TUERONG","26 - 50 Years"
"Cricket","4. Good",3927,6636,"SOMERS","26 - 50 Years"
"Cricket","3. Average",3912,6637,"SOMERVILLE","26 - 50 Years"
"Cricket","3. Average",3942,6638,"BLAIRGOWRIE","6 - 10 Years"
"Cricket","3. Average",3941,6639,"TOOTGAROOK","26 - 50 Years"
"Cricket","3. Average",3913,6640,"TYABB","26 - 50 Years"
"Cricket",null,3913,6641,"TYABB",null
"Cricket (Indoor)",null,3931,6642,"MORNINGTON",null
"Croquet","3. Average",3931,6643,"MORNINGTON","26 - 50 Years"
"Cycling",null,null,6644,"CRIB POINT",null
